-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,5,-1,-1,-1,-1,-1,-1,12,14,14,14,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,8,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,17,-1,-1,-1,-1,-1,-1
-1,0,1,2,3,4,5,-1,-1,-1,6,7,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,7,11,-1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,6,7,7,7,10,11,-1,-1,-1,6,7,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,7,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,5
-1,6,7,7,7,7,11,-1,-1,-1,6,7,7,11,-1,-1,-1,0,3,3,3,3,3,3,3,7,7,7,7,11,-1,-1,-1,-1,0,3,3,3,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,11
-1,6,7,7,7,10,11,-1,-1,-1,6,7,7,11,-1,-1,-1,6,7,7,7,7,7,7,7,7,7,7,7,11,-1,-1,-1,-1,6,7,7,7,7,7,11,-1,-1,-1,0,3,3,3,3,3,3,3,3,3,3,3,3,7,7,11
-1,6,7,8,9,10,11,-1,-1,-1,6,7,7,11,-1,-1,-1,6,7,7,7,7,7,7,7,7,7,7,7,11,-1,-1,-1,-1,6,7,7,7,7,7,11,-1,-1,-1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11
